# timestamp(s) tx ty tz qx qy qz qw
4.925000000 -13.000000 13.000000 0.994870 0.000000 0.000000 0.000000 1.000000
4.930000000 -13.000000 13.000000 0.994821 0.000000 0.000000 0.000000 1.000000
4.935000000 -13.000000 13.000000 0.994774 0.000000 0.000000 0.000000 1.000000
4.940000000 -13.000000 13.000000 0.994729 0.000000 0.000000 0.000000 1.000000
4.945000000 -13.000000 13.000000 0.994687 0.000000 0.000000 0.000000 1.000000
4.950000000 -13.000000 13.000000 0.994646 0.000000 0.000000 0.000000 1.000000
4.955000000 -13.000000 13.000000 0.994607 0.000000 0.000000 0.000000 1.000000
4.960000000 -13.000000 13.000000 0.994570 0.000000 0.000000 0.000000 1.000000
4.965000000 -13.000000 13.000000 0.994535 0.000000 0.000000 0.000000 1.000000
4.970000000 -13.000000 13.000000 0.994502 0.000000 0.000000 0.000000 1.000000
4.975000000 -13.000000 13.000000 0.994471 0.000000 0.000000 0.000000 1.000000
4.980000000 -13.000000 13.000000 0.994441 0.000000 0.000000 0.000000 1.000000
4.985000000 -13.000000 13.000000 0.994413 0.000000 0.000000 0.000000 1.000000
4.990000000 -13.000000 13.000000 0.994387 0.000000 0.000000 0.000000 1.000000
4.995000000 -13.000000 13.000000 0.994363 0.000000 0.000000 0.000000 1.000000
5.000000000 -13.000000 13.000000 0.994340 0.000000 0.000000 0.000000 1.000000
5.005000000 -13.000000 13.000000 0.994318 0.000000 0.000000 0.000000 1.000000
5.010000000 -13.000000 13.000000 0.994299 0.000000 0.000000 0.000000 1.000000
5.015000000 -13.000000 13.000000 0.994280 0.000000 0.000000 0.000000 1.000000
5.020000000 -13.000000 13.000000 0.994264 0.000000 0.000000 0.000000 1.000000
5.025000000 -13.000000 13.000000 0.994249 0.000000 0.000000 0.000000 1.000000
5.030000000 -13.000000 13.000000 0.994235 0.000000 0.000000 0.000000 1.000000
5.035000000 -13.000000 13.000000 0.994222 0.000000 0.000000 0.000000 1.000000
5.040000000 -13.000000 13.000000 0.994211 0.000000 0.000000 0.000000 1.000000
5.045000000 -13.000000 13.000000 0.994202 0.000000 0.000000 0.000000 1.000000
5.050000000 -13.000000 13.000000 0.994193 0.000000 0.000000 0.000000 1.000000
5.055000000 -13.000000 13.000000 0.994186 0.000000 0.000000 0.000000 1.000000
5.060000000 -13.000000 13.000000 0.994181 0.000000 0.000000 0.000000 1.000000
5.065000000 -13.000000 13.000000 0.994176 0.000000 0.000000 0.000000 1.000000
5.070000000 -13.000000 13.000000 0.994173 0.000000 0.000000 0.000000 1.000000
5.075000000 -13.000000 13.000000 0.994170 0.000000 0.000000 0.000000 1.000000
5.080000000 -13.000000 13.000000 0.994169 0.000000 0.000000 0.000000 1.000000
5.085000000 -13.000000 13.000000 0.994170 0.000000 0.000000 0.000000 1.000000
